,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,song_title,artists
3,0.669,0.709,6,-8.776,0,0.0452,0.0124,0.924,0.062,0.278,108.998,audio_features,1v6wfh5bUCnOttxRUpNST2,spotify:track:1v6wfh5bUCnOttxRUpNST2,https://api.spotify.com/v1/tracks/1v6wfh5bUCnOttxRUpNST2,https://api.spotify.com/v1/audio-analysis/1v6wfh5bUCnOttxRUpNST2,339083,4,2019-06-22T01:31:00Z,Birdcage,You Man
4,0.789,0.948,7,-4.012,1,0.303,0.0888,0.0,0.148,0.638,139.964,audio_features,6TUBylp1WoXFxoK4LH0k8c,spotify:track:6TUBylp1WoXFxoK4LH0k8c,https://api.spotify.com/v1/tracks/6TUBylp1WoXFxoK4LH0k8c,https://api.spotify.com/v1/audio-analysis/6TUBylp1WoXFxoK4LH0k8c,261788,4,2019-06-22T00:38:42Z,Jeune papa (feat. Leto & Kitsuné Kendra),"Jok'air,Kitsuné Kendra,Leto"
5,0.58,0.565,0,-7.065,0,0.0488,0.0671,0.0,0.135,0.138,112.986,audio_features,7fBv7CLKzipRk6EC6TWHOB,spotify:track:7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/tracks/7fBv7CLKzipRk6EC6TWHOB,https://api.spotify.com/v1/audio-analysis/7fBv7CLKzipRk6EC6TWHOB,242253,4,2019-06-21T15:04:48Z,The Hills,The Weeknd
6,0.698,0.66,0,-7.883,1,0.052,0.0226,0.0,0.0622,0.451,159.949,audio_features,51w9Jbat1pLeWINGCpnQUR,spotify:track:51w9Jbat1pLeWINGCpnQUR,https://api.spotify.com/v1/tracks/51w9Jbat1pLeWINGCpnQUR,https://api.spotify.com/v1/audio-analysis/51w9Jbat1pLeWINGCpnQUR,248521,4,2019-06-21T15:04:37Z,TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix,"Tory Lanez,Rich The Kid,Lil Wayne"
7,0.757,0.698,9,-4.322,0,0.328,0.429,0.0,0.363,0.514,134.693,audio_features,1j3YarHURr6L7JYhPoVRTg,spotify:track:1j3YarHURr6L7JYhPoVRTg,https://api.spotify.com/v1/tracks/1j3YarHURr6L7JYhPoVRTg,https://api.spotify.com/v1/audio-analysis/1j3YarHURr6L7JYhPoVRTg,367111,4,2019-06-21T05:24:45Z,Plus haut - Les marches de l’empereur Saison 3 / épisode 1,"Alkpote,Vald"
8,0.893,0.616,5,-5.862,0,0.102,0.195,0.0,0.0546,0.414,128.001,audio_features,1VDqJtGoMubBVZNhcd32OH,spotify:track:1VDqJtGoMubBVZNhcd32OH,https://api.spotify.com/v1/tracks/1VDqJtGoMubBVZNhcd32OH,https://api.spotify.com/v1/audio-analysis/1VDqJtGoMubBVZNhcd32OH,259680,4,2019-06-21T05:17:16Z,Amour (feat. Philippe Katerine),"Alkpote,Philippe Katerine"
9,0.616,0.792,5,-4.855,0,0.31,0.121,0.0,0.322,0.415,170.137,audio_features,2LcLMiCDcT5LwkswrhaEk4,spotify:track:2LcLMiCDcT5LwkswrhaEk4,https://api.spotify.com/v1/tracks/2LcLMiCDcT5LwkswrhaEk4,https://api.spotify.com/v1/audio-analysis/2LcLMiCDcT5LwkswrhaEk4,217135,4,2019-06-21T00:16:26Z,Club des 27,Jok'air
10,0.677,0.916,0,-3.329,1,0.218,0.174,0.0,0.471,0.526,130.052,audio_features,7iIyLn7WAfI78AhGrxy7w6,spotify:track:7iIyLn7WAfI78AhGrxy7w6,https://api.spotify.com/v1/tracks/7iIyLn7WAfI78AhGrxy7w6,https://api.spotify.com/v1/audio-analysis/7iIyLn7WAfI78AhGrxy7w6,272528,4,2019-06-20T23:53:14Z,"Sex Drug Beluga (feat. Ruskov, Juicy P & Hayce Lemsi)","Jok'air,Hayce Lemsi,Juicy P,Ruskov"
11,0.792,0.735,4,-4.732,0,0.168,0.87,1.49e-05,0.109,0.358,109.998,audio_features,5R7psRfs6gik6wuebm85ae,spotify:track:5R7psRfs6gik6wuebm85ae,https://api.spotify.com/v1/tracks/5R7psRfs6gik6wuebm85ae,https://api.spotify.com/v1/audio-analysis/5R7psRfs6gik6wuebm85ae,174469,4,2019-06-20T23:48:29Z,Tech9 (feat. ISHA & Hatik),"Jok'air,Hatik,ISHA"
12,0.771,0.575,8,-7.013,0,0.0794,0.337,6.92e-05,0.112,0.304,99.968,audio_features,1V52IaKwBnBKe657iOdhk5,spotify:track:1V52IaKwBnBKe657iOdhk5,https://api.spotify.com/v1/tracks/1V52IaKwBnBKe657iOdhk5,https://api.spotify.com/v1/audio-analysis/1V52IaKwBnBKe657iOdhk5,182400,4,2019-06-17T18:34:12Z,À l'envers,Nadjee
13,0.831,0.744,3,-5.314,0,0.166,0.332,0.0,0.103,0.492,74.998,audio_features,4HnPPhbFEX8rMQx38crsDx,spotify:track:4HnPPhbFEX8rMQx38crsDx,https://api.spotify.com/v1/tracks/4HnPPhbFEX8rMQx38crsDx,https://api.spotify.com/v1/audio-analysis/4HnPPhbFEX8rMQx38crsDx,173653,4,2019-06-17T18:28:34Z,Who Dat,Zach Zoya
14,0.754,0.73,5,-6.153,0,0.0422,0.113,0.0,0.127,0.764,149.951,audio_features,1ovk57bm5QQOxS6vJOmK1D,spotify:track:1ovk57bm5QQOxS6vJOmK1D,https://api.spotify.com/v1/tracks/1ovk57bm5QQOxS6vJOmK1D,https://api.spotify.com/v1/audio-analysis/1ovk57bm5QQOxS6vJOmK1D,215034,4,2019-06-17T18:20:34Z,Bonda Manmanw,Kalash
15,0.812,0.64,0,-7.523,1,0.291,0.293,0.0,0.107,0.51,154.941,audio_features,5yIKMxMYgl43ThJSO1iLcb,spotify:track:5yIKMxMYgl43ThJSO1iLcb,https://api.spotify.com/v1/tracks/5yIKMxMYgl43ThJSO1iLcb,https://api.spotify.com/v1/audio-analysis/5yIKMxMYgl43ThJSO1iLcb,213920,4,2019-06-17T18:07:17Z,Sensationnel,100 Blaze
16,0.738,0.355,2,-10.525,0,0.343,0.784,0.0,0.106,0.377,115.8,audio_features,0crRn1pWQzz5cbWsA0yH2D,spotify:track:0crRn1pWQzz5cbWsA0yH2D,https://api.spotify.com/v1/tracks/0crRn1pWQzz5cbWsA0yH2D,https://api.spotify.com/v1/audio-analysis/0crRn1pWQzz5cbWsA0yH2D,203439,4,2019-06-17T18:00:04Z,Slalom,Rémy
17,0.75,0.772,10,-8.706,0,0.157,0.206,0.0,0.0748,0.561,139.98,audio_features,0V5c3isfSfyl7zQDtV9fAp,spotify:track:0V5c3isfSfyl7zQDtV9fAp,https://api.spotify.com/v1/tracks/0V5c3isfSfyl7zQDtV9fAp,https://api.spotify.com/v1/audio-analysis/0V5c3isfSfyl7zQDtV9fAp,224496,4,2019-06-17T17:40:58Z,Forever Broke,Mahdi Ba
18,0.601,0.594,8,-9.144,1,0.35,0.125,0.0,0.0739,0.682,140.887,audio_features,0EGL7ZF7v5dToKnOStGWo8,spotify:track:0EGL7ZF7v5dToKnOStGWo8,https://api.spotify.com/v1/tracks/0EGL7ZF7v5dToKnOStGWo8,https://api.spotify.com/v1/audio-analysis/0EGL7ZF7v5dToKnOStGWo8,207660,4,2019-06-16T04:46:52Z,Nancy,KIKESA
19,0.646,0.633,11,-6.314,0,0.117,0.0184,0.0,0.202,0.394,128.936,audio_features,4FUc74JAOW3CWd6MbSDcmC,spotify:track:4FUc74JAOW3CWd6MbSDcmC,https://api.spotify.com/v1/tracks/4FUc74JAOW3CWd6MbSDcmC,https://api.spotify.com/v1/audio-analysis/4FUc74JAOW3CWd6MbSDcmC,390596,4,2019-06-13T06:09:45Z,Du sang et des cendres,Jok'air
0,0.664,0.634,11,-7.49,1,0.0584,0.362,0.0,0.0897,0.245,107.034,audio_features,06InNyX6zGnung8Mu6JIS0,spotify:track:06InNyX6zGnung8Mu6JIS0,https://api.spotify.com/v1/tracks/06InNyX6zGnung8Mu6JIS0,https://api.spotify.com/v1/audio-analysis/06InNyX6zGnung8Mu6JIS0,257591,4,2019-06-13T06:01:41Z,Á la poursuite du bonheur,Jok'air
1,0.757,0.602,3,-6.021,0,0.12,0.238,0.0,0.107,0.674,139.982,audio_features,77vTqT418a397I9NgCiDKR,spotify:track:77vTqT418a397I9NgCiDKR,https://api.spotify.com/v1/tracks/77vTqT418a397I9NgCiDKR,https://api.spotify.com/v1/audio-analysis/77vTqT418a397I9NgCiDKR,229714,4,2019-06-13T05:57:57Z,Radio sexe - Bonus Track,Jok'air
2,0.663,0.611,0,-7.588,1,0.0863,0.35,0.0,0.101,0.507,130.013,audio_features,4lesTUsVczMyTkqkDdQlcQ,spotify:track:4lesTUsVczMyTkqkDdQlcQ,https://api.spotify.com/v1/tracks/4lesTUsVczMyTkqkDdQlcQ,https://api.spotify.com/v1/audio-analysis/4lesTUsVczMyTkqkDdQlcQ,212125,4,2019-06-13T05:55:12Z,Jay'z & Beyoncé (feat. Suky),"Jok'air,Suky"
3,0.691,0.816,1,-6.111,1,0.339,0.391,0.0,0.113,0.825,129.969,audio_features,40FQFSMsp459CdVCDhf6X0,spotify:track:40FQFSMsp459CdVCDhf6X0,https://api.spotify.com/v1/tracks/40FQFSMsp459CdVCDhf6X0,https://api.spotify.com/v1/audio-analysis/40FQFSMsp459CdVCDhf6X0,266164,4,2019-06-13T05:48:32Z,Gangster & Gentleman (feat. Laylow),"Jok'air,Laylow"
4,0.822,0.569,2,-6.804,1,0.118,0.261,0.0,0.188,0.558,138.998,audio_features,7t9tqChYMV5ZYmbDbuBxYn,spotify:track:7t9tqChYMV5ZYmbDbuBxYn,https://api.spotify.com/v1/tracks/7t9tqChYMV5ZYmbDbuBxYn,https://api.spotify.com/v1/audio-analysis/7t9tqChYMV5ZYmbDbuBxYn,209769,4,2019-06-11T16:06:07Z,Comme tu es (feat. Alonzo),"Jok'air,Alonzo"
5,0.474,0.942,9,-2.84,0,0.143,0.00106,0.000261,0.16,0.3,174.026,audio_features,1b0YdMX8EUf2Zg6VA5tz8Z,spotify:track:1b0YdMX8EUf2Zg6VA5tz8Z,https://api.spotify.com/v1/tracks/1b0YdMX8EUf2Zg6VA5tz8Z,https://api.spotify.com/v1/audio-analysis/1b0YdMX8EUf2Zg6VA5tz8Z,217356,4,2019-06-11T15:35:37Z,Dream Catcher (feat. Charlotte Haining),"Rameses B,Charlotte Haining"
6,0.408,0.933,0,-4.655,0,0.101,0.0348,0.00181,0.393,0.435,173.976,audio_features,19420zzjfPSzZMI88K6zKK,spotify:track:19420zzjfPSzZMI88K6zKK,https://api.spotify.com/v1/tracks/19420zzjfPSzZMI88K6zKK,https://api.spotify.com/v1/audio-analysis/19420zzjfPSzZMI88K6zKK,249577,4,2019-06-11T15:24:17Z,Defiant,"Feint,Laura Brehm"
7,0.568,0.588,2,-8.062,0,0.0842,0.257,0.00247,0.0871,0.388,98.016,audio_features,1wMjKNDoHNZxTfPlGTfPA5,spotify:track:1wMjKNDoHNZxTfPlGTfPA5,https://api.spotify.com/v1/tracks/1wMjKNDoHNZxTfPlGTfPA5,https://api.spotify.com/v1/audio-analysis/1wMjKNDoHNZxTfPlGTfPA5,188920,4,2019-06-10T05:43:40Z,"L'amour, l'amour, l'amour","Bon Entendeur,Mouloudji"
8,0.469,0.683,1,-7.606,1,0.213,0.0997,0.0,0.123,0.256,119.884,audio_features,3V7BEQHVDEoAA5G7kSxLgS,spotify:track:3V7BEQHVDEoAA5G7kSxLgS,https://api.spotify.com/v1/tracks/3V7BEQHVDEoAA5G7kSxLgS,https://api.spotify.com/v1/audio-analysis/3V7BEQHVDEoAA5G7kSxLgS,485994,4,2019-06-08T08:24:43Z,Nos souvenirs (feat. Chilla & Yseult),"Jok'air,Chilla,Yseult"
9,0.448,0.632,7,-5.745,1,0.254,0.00565,0.0,0.103,0.509,129.785,audio_features,4V1NMqNLtQQJ8GGdFVqWFw,spotify:track:4V1NMqNLtQQJ8GGdFVqWFw,https://api.spotify.com/v1/tracks/4V1NMqNLtQQJ8GGdFVqWFw,https://api.spotify.com/v1/audio-analysis/4V1NMqNLtQQJ8GGdFVqWFw,215798,4,2019-06-08T00:38:48Z,Pour mes supporters,Jok'air
10,0.796,0.418,0,-10.306,1,0.0639,0.0019,0.681,0.0598,0.369,123.999,audio_features,7a6Z3qxjwS4cnSk4BIR5Ma,spotify:track:7a6Z3qxjwS4cnSk4BIR5Ma,https://api.spotify.com/v1/tracks/7a6Z3qxjwS4cnSk4BIR5Ma,https://api.spotify.com/v1/audio-analysis/7a6Z3qxjwS4cnSk4BIR5Ma,364961,4,2019-06-07T16:31:27Z,Do You Love Me Too,Rich Vom Dorf
11,0.708,0.634,0,-9.767,1,0.0468,0.358,0.893,0.105,0.122,102.019,audio_features,2mOuzm8F90XwYds3JPrdwq,spotify:track:2mOuzm8F90XwYds3JPrdwq,https://api.spotify.com/v1/tracks/2mOuzm8F90XwYds3JPrdwq,https://api.spotify.com/v1/audio-analysis/2mOuzm8F90XwYds3JPrdwq,157647,4,2019-06-07T00:09:20Z,Sunny,Ikson
12,0.639,0.648,0,-8.519,1,0.0319,0.00947,0.607,0.094,0.0817,95.014,audio_features,1wpQoyrid5Xicfw8MT5A7u,spotify:track:1wpQoyrid5Xicfw8MT5A7u,https://api.spotify.com/v1/tracks/1wpQoyrid5Xicfw8MT5A7u,https://api.spotify.com/v1/audio-analysis/1wpQoyrid5Xicfw8MT5A7u,222316,4,2019-06-03T06:31:44Z,Dark Age,Rezz
13,0.68,0.421,6,-8.384,1,0.0608,0.372,3.36e-06,0.18,0.692,133.827,audio_features,4JbxL0vNcSokClzIH7eFN4,spotify:track:4JbxL0vNcSokClzIH7eFN4,https://api.spotify.com/v1/tracks/4JbxL0vNcSokClzIH7eFN4,https://api.spotify.com/v1/audio-analysis/4JbxL0vNcSokClzIH7eFN4,234947,4,2019-06-03T04:26:12Z,Seize It,Eline Mann
14,0.853,0.697,0,-7.41,1,0.0373,0.282,4.42e-05,0.121,0.96,109.419,audio_features,1OE5bn5HUmCqTLNpo13ya3,spotify:track:1OE5bn5HUmCqTLNpo13ya3,https://api.spotify.com/v1/tracks/1OE5bn5HUmCqTLNpo13ya3,https://api.spotify.com/v1/audio-analysis/1OE5bn5HUmCqTLNpo13ya3,321600,4,2019-05-27T20:40:02Z,Reggae Night,Jimmy Cliff
15,0.644,0.4,1,-9.618,1,0.291,0.392,0.0,0.103,0.387,145.113,audio_features,5tm8D4WUeLK9bVsjtxxEoB,spotify:track:5tm8D4WUeLK9bVsjtxxEoB,https://api.spotify.com/v1/tracks/5tm8D4WUeLK9bVsjtxxEoB,https://api.spotify.com/v1/audio-analysis/5tm8D4WUeLK9bVsjtxxEoB,200000,4,2019-05-24T15:37:55Z,La dernière fois que je parle de toi,KIKESA
16,0.44,0.241,3,-7.94,0,0.0374,0.974,4.36e-06,0.14,0.265,56.542,audio_features,3cYf24Pf7oqX9XOHHrWy38,spotify:track:3cYf24Pf7oqX9XOHHrWy38,https://api.spotify.com/v1/tracks/3cYf24Pf7oqX9XOHHrWy38,https://api.spotify.com/v1/audio-analysis/3cYf24Pf7oqX9XOHHrWy38,127653,4,2019-05-24T13:02:50Z,Silence,"Damso,Angèle"
17,0.661,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.352,149.937,audio_features,6vWEAOUSxohKxhp0K1BsxL,spotify:track:6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/tracks/6vWEAOUSxohKxhp0K1BsxL,https://api.spotify.com/v1/audio-analysis/6vWEAOUSxohKxhp0K1BsxL,230400,4,2019-05-23T02:55:31Z,Mixed Personalities (feat. Kanye West),"YNW Melly,Kanye West"
18,0.852,0.899,10,-2.76,0,0.167,0.167,0.0,0.154,0.533,128.095,audio_features,4iLRdyY9McmM0e43f7gK2W,spotify:track:4iLRdyY9McmM0e43f7gK2W,https://api.spotify.com/v1/tracks/4iLRdyY9McmM0e43f7gK2W,https://api.spotify.com/v1/audio-analysis/4iLRdyY9McmM0e43f7gK2W,198520,4,2019-05-23T02:27:40Z,Toka,Sofiane
19,0.795,0.638,6,-8.273,1,0.145,0.34,0.0,0.134,0.627,147.027,audio_features,5pknhIxHotSbbUB5KFQwBb,spotify:track:5pknhIxHotSbbUB5KFQwBb,https://api.spotify.com/v1/tracks/5pknhIxHotSbbUB5KFQwBb,https://api.spotify.com/v1/audio-analysis/5pknhIxHotSbbUB5KFQwBb,191020,4,2019-05-17T19:34:22Z,Affamé #1 - Shook,Zamdane
0,0.786,0.423,0,-9.178,1,0.299,0.393,0.0,0.0954,0.446,137.064,audio_features,50YQrlaEQb21qUGRONqDiP,spotify:track:50YQrlaEQb21qUGRONqDiP,https://api.spotify.com/v1/tracks/50YQrlaEQb21qUGRONqDiP,https://api.spotify.com/v1/audio-analysis/50YQrlaEQb21qUGRONqDiP,187760,4,2019-05-17T19:32:27Z,Boy,OBOY
1,0.836,0.613,1,-5.781,1,0.294,0.0304,0.0,0.0889,0.419,142.026,audio_features,751IyFyCNMkXATWOFKG8Lk,spotify:track:751IyFyCNMkXATWOFKG8Lk,https://api.spotify.com/v1/tracks/751IyFyCNMkXATWOFKG8Lk,https://api.spotify.com/v1/audio-analysis/751IyFyCNMkXATWOFKG8Lk,219787,4,2019-05-17T17:46:33Z,Le grand aigle,"Alkpote,Biffty,Vald,Iron Sy"
2,0.55,0.685,5,-8.783,0,0.0649,0.464,0.0,0.511,0.655,73.027,audio_features,7tmQwdZvcldJnhuIGJuU3e,spotify:track:7tmQwdZvcldJnhuIGJuU3e,https://api.spotify.com/v1/tracks/7tmQwdZvcldJnhuIGJuU3e,https://api.spotify.com/v1/audio-analysis/7tmQwdZvcldJnhuIGJuU3e,145068,4,2019-05-17T17:37:59Z,Décembre,KIKESA
3,0.862,0.663,0,-9.004,1,0.21,0.12,0.0,0.318,0.837,85.308,audio_features,3yNVfRQlUPViUh8O2V9SQn,spotify:track:3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/tracks/3yNVfRQlUPViUh8O2V9SQn,https://api.spotify.com/v1/audio-analysis/3yNVfRQlUPViUh8O2V9SQn,238267,4,2019-05-17T15:44:31Z,Just a Friend,Biz Markie
4,0.478,0.796,4,-5.225,0,0.126,0.0749,0.0105,0.0633,0.204,139.941,audio_features,6ce17pZwsMcYNab5IaC5MQ,spotify:track:6ce17pZwsMcYNab5IaC5MQ,https://api.spotify.com/v1/tracks/6ce17pZwsMcYNab5IaC5MQ,https://api.spotify.com/v1/audio-analysis/6ce17pZwsMcYNab5IaC5MQ,189973,4,2019-05-15T21:01:26Z,I'd Love To Change The World - Matstubs Remix,"Jetta,Matstubs"
5,0.7,0.546,5,-7.705,0,0.109,0.0131,0.0305,0.172,0.302,80.004,audio_features,5ZVujHtwnsqFJvLnqRSdch,spotify:track:5ZVujHtwnsqFJvLnqRSdch,https://api.spotify.com/v1/tracks/5ZVujHtwnsqFJvLnqRSdch,https://api.spotify.com/v1/audio-analysis/5ZVujHtwnsqFJvLnqRSdch,416000,4,2019-05-15T20:18:43Z,Bad Karma,Axel Thesleff
6,0.794,0.448,10,-4.771,0,0.0539,0.591,0.0,0.109,0.588,120.055,audio_features,2LNMhZ3YijTO7USmqjgJfG,spotify:track:2LNMhZ3YijTO7USmqjgJfG,https://api.spotify.com/v1/tracks/2LNMhZ3YijTO7USmqjgJfG,https://api.spotify.com/v1/audio-analysis/2LNMhZ3YijTO7USmqjgJfG,231333,4,2019-05-15T04:37:06Z,CLOUT COBAIN | CLOUT CO13A1N,Denzel Curry
7,0.638,0.662,5,-4.501,0,0.321,0.221,0.0,0.147,0.866,114.036,audio_features,2WzvgmwMPftd9yEmD1r18C,spotify:track:2WzvgmwMPftd9yEmD1r18C,https://api.spotify.com/v1/tracks/2WzvgmwMPftd9yEmD1r18C,https://api.spotify.com/v1/audio-analysis/2WzvgmwMPftd9yEmD1r18C,137533,5,2019-05-15T04:27:43Z,Deadpool Freestyle (Découpe-les tous),KillASon
8,0.829,0.651,2,-6.248,1,0.0421,0.0475,0.723,0.102,0.453,124.976,audio_features,562If4OJFL1ptRIfMCEyT7,spotify:track:562If4OJFL1ptRIfMCEyT7,https://api.spotify.com/v1/tracks/562If4OJFL1ptRIfMCEyT7,https://api.spotify.com/v1/audio-analysis/562If4OJFL1ptRIfMCEyT7,165172,4,2019-05-15T04:13:53Z,1992,Skeler
9,0.861,0.535,1,-8.681,1,0.353,0.435,0.0,0.0931,0.415,94.978,audio_features,795iWUTq9oUq2bBWSxRD26,spotify:track:795iWUTq9oUq2bBWSxRD26,https://api.spotify.com/v1/tracks/795iWUTq9oUq2bBWSxRD26,https://api.spotify.com/v1/audio-analysis/795iWUTq9oUq2bBWSxRD26,286985,4,2019-05-14T03:06:51Z,Chat errant,MZ
10,0.597,0.514,9,-9.112,1,0.47,0.218,1.42e-05,0.0528,0.105,171.29,audio_features,3Z1tMSjb9vpi88HAO9LKtp,spotify:track:3Z1tMSjb9vpi88HAO9LKtp,https://api.spotify.com/v1/tracks/3Z1tMSjb9vpi88HAO9LKtp,https://api.spotify.com/v1/audio-analysis/3Z1tMSjb9vpi88HAO9LKtp,305000,4,2019-05-12T20:40:30Z,Les pleurs du mal,Dinos
11,0.485,0.631,11,-9.476,0,0.058,0.063,0.000361,0.221,0.17,129.964,audio_features,3WViX8eEuzfg1oHpIIrhcp,spotify:track:3WViX8eEuzfg1oHpIIrhcp,https://api.spotify.com/v1/tracks/3WViX8eEuzfg1oHpIIrhcp,https://api.spotify.com/v1/audio-analysis/3WViX8eEuzfg1oHpIIrhcp,328806,4,2019-05-12T18:24:37Z,Everybody Wants To Be A Cat,The Electric Swing Circus
12,0.732,0.508,0,-6.717,1,0.0378,0.454,0.0,0.0933,0.345,125.964,audio_features,6pbCwd97Z68YM9PUpMVyHG,spotify:track:6pbCwd97Z68YM9PUpMVyHG,https://api.spotify.com/v1/tracks/6pbCwd97Z68YM9PUpMVyHG,https://api.spotify.com/v1/audio-analysis/6pbCwd97Z68YM9PUpMVyHG,206507,4,2019-05-12T03:52:14Z,Cache-Cache,"Columbine,Lujipeka,Foda C"
13,0.556,0.584,8,-7.218,0,0.274,0.477,0.0,0.139,0.294,130.086,audio_features,1MF6t2YiYGhyPxsN5DNbjB,spotify:track:1MF6t2YiYGhyPxsN5DNbjB,https://api.spotify.com/v1/tracks/1MF6t2YiYGhyPxsN5DNbjB,https://api.spotify.com/v1/audio-analysis/1MF6t2YiYGhyPxsN5DNbjB,288160,4,2019-05-11T03:47:31Z,Baltringue,Damso
14,0.756,0.629,8,-3.309,1,0.131,0.154,0.000141,0.0885,0.581,119.99,audio_features,0XIzUm7rwQfyy6H1CJeAs9,spotify:track:0XIzUm7rwQfyy6H1CJeAs9,https://api.spotify.com/v1/tracks/0XIzUm7rwQfyy6H1CJeAs9,https://api.spotify.com/v1/audio-analysis/0XIzUm7rwQfyy6H1CJeAs9,202240,4,2019-05-11T03:39:26Z,BruxellesVie,Damso
15,0.642,0.695,7,-8.972,0,0.0549,0.499,5.14e-05,0.0852,0.956,176.134,audio_features,0z0izoGFPCoPJKFi41azyb,spotify:track:0z0izoGFPCoPJKFi41azyb,https://api.spotify.com/v1/tracks/0z0izoGFPCoPJKFi41azyb,https://api.spotify.com/v1/audio-analysis/0z0izoGFPCoPJKFi41azyb,201893,4,2019-05-11T03:29:59Z,Ε. Signaler,Damso
16,0.884,0.679,11,-6.051,1,0.0899,0.0205,0.000172,0.115,0.489,146.021,audio_features,1h1wmYG39fp6ZTgwlJ3Cv3,spotify:track:1h1wmYG39fp6ZTgwlJ3Cv3,https://api.spotify.com/v1/tracks/1h1wmYG39fp6ZTgwlJ3Cv3,https://api.spotify.com/v1/audio-analysis/1h1wmYG39fp6ZTgwlJ3Cv3,168093,4,2019-05-11T03:18:15Z,Smog,Damso
17,0.777,0.554,2,-8.179,1,0.0572,0.182,1.7e-06,0.0477,0.27,129.933,audio_features,2ewjMyCbNv2X1dB2qIDCwD,spotify:track:2ewjMyCbNv2X1dB2qIDCwD,https://api.spotify.com/v1/tracks/2ewjMyCbNv2X1dB2qIDCwD,https://api.spotify.com/v1/audio-analysis/2ewjMyCbNv2X1dB2qIDCwD,206840,4,2019-05-11T03:15:41Z,Θ. Macarena,Damso
18,0.789,0.633,2,-6.269,1,0.0734,0.256,1.31e-06,0.092,0.262,138.097,audio_features,4L0Iwsk1s8cbdBcEgdm8K5,spotify:track:4L0Iwsk1s8cbdBcEgdm8K5,https://api.spotify.com/v1/tracks/4L0Iwsk1s8cbdBcEgdm8K5,https://api.spotify.com/v1/audio-analysis/4L0Iwsk1s8cbdBcEgdm8K5,183307,4,2019-05-11T03:11:22Z,Feu de bois,Damso
19,0.924,0.735,0,-7.951,1,0.141,0.472,0.01,0.0952,0.901,142.016,audio_features,1zXV048TVYUYQh1tpKMlw9,spotify:track:1zXV048TVYUYQh1tpKMlw9,https://api.spotify.com/v1/tracks/1zXV048TVYUYQh1tpKMlw9,https://api.spotify.com/v1/audio-analysis/1zXV048TVYUYQh1tpKMlw9,183200,4,2019-05-11T01:45:04Z,Métagorique,13 Block
0,0.601,0.603,6,-9.835,1,0.15,0.077,0.000233,0.107,0.444,177.056,audio_features,7aVlhDQNBEDVye653bUDeF,spotify:track:7aVlhDQNBEDVye653bUDeF,https://api.spotify.com/v1/tracks/7aVlhDQNBEDVye653bUDeF,https://api.spotify.com/v1/audio-analysis/7aVlhDQNBEDVye653bUDeF,338133,4,2019-05-10T21:12:57Z,Nirvana,Doc Gyneco
1,0.682,0.816,1,-4.098,0,0.151,0.093,0.0,0.126,0.644,136.041,audio_features,4Sm3UYKIAPqlknS5I0NVZf,spotify:track:4Sm3UYKIAPqlknS5I0NVZf,https://api.spotify.com/v1/tracks/4Sm3UYKIAPqlknS5I0NVZf,https://api.spotify.com/v1/audio-analysis/4Sm3UYKIAPqlknS5I0NVZf,275294,4,2019-05-10T21:12:41Z,Jok'Travolta,Jok'air
2,0.735,0.759,1,-6.993,1,0.0502,0.00186,0.000641,0.0718,0.308,124.082,audio_features,7o3X7RQnneoIOtzXTdS6Nz,spotify:track:7o3X7RQnneoIOtzXTdS6Nz,https://api.spotify.com/v1/tracks/7o3X7RQnneoIOtzXTdS6Nz,https://api.spotify.com/v1/audio-analysis/7o3X7RQnneoIOtzXTdS6Nz,294573,4,2019-05-10T18:01:54Z,Lune de fiel,"MZ,Marlo"
3,0.603,0.761,10,-5.389,0,0.176,0.147,0.0,0.11,0.616,170.086,audio_features,6L2bXG181V9k56XS167r1P,spotify:track:6L2bXG181V9k56XS167r1P,https://api.spotify.com/v1/tracks/6L2bXG181V9k56XS167r1P,https://api.spotify.com/v1/audio-analysis/6L2bXG181V9k56XS167r1P,256716,4,2019-05-09T23:18:00Z,Las Vegas,Jok'air
4,0.95,0.597,1,-6.262,1,0.225,0.131,0.0,0.127,0.412,118.024,audio_features,1kLumDpyFXM2On8fKVOxoU,spotify:track:1kLumDpyFXM2On8fKVOxoU,https://api.spotify.com/v1/tracks/1kLumDpyFXM2On8fKVOxoU,https://api.spotify.com/v1/audio-analysis/1kLumDpyFXM2On8fKVOxoU,304349,4,2019-05-09T22:58:57Z,4-5 (feat. R.O.C & Chich),"Jok'air,R.O.C,Chich"
5,0.775,0.576,10,-9.387,0,0.319,0.354,0.0,0.11,0.314,108.965,audio_features,0Zik8927LgckQX74uxp25j,spotify:track:0Zik8927LgckQX74uxp25j,https://api.spotify.com/v1/tracks/0Zik8927LgckQX74uxp25j,https://api.spotify.com/v1/audio-analysis/0Zik8927LgckQX74uxp25j,250840,4,2019-05-09T21:54:31Z,Gris,Vald
