,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,added_at,song_title,artists
10,0.718,0.703,7,-7.162,0,0.0382,0.109,0.822,0.208,0.858,87.975,audio_features,5ZrrXIYTvjXPKVQMjqaumR,spotify:track:5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/tracks/5ZrrXIYTvjXPKVQMjqaumR,https://api.spotify.com/v1/audio-analysis/5ZrrXIYTvjXPKVQMjqaumR,226533,4,2020-04-07T12:33:49Z,Loud Pipes,Ratatat
11,0.67,0.845,7,-7.133,1,0.0366,0.0463,0.533,0.0791,0.469,93.996,audio_features,4rMCFWrYauAGqZYP7EKEG2,spotify:track:4rMCFWrYauAGqZYP7EKEG2,https://api.spotify.com/v1/tracks/4rMCFWrYauAGqZYP7EKEG2,https://api.spotify.com/v1/audio-analysis/4rMCFWrYauAGqZYP7EKEG2,209800,4,2020-04-03T13:52:03Z,Zoom Zoom,Polo & Pan
12,0.234,0.419,5,-9.552,1,0.0412,0.548,0.35,0.119,0.111,79.254,audio_features,6HuMrMrfhhVADQ67VMx61l,spotify:track:6HuMrMrfhhVADQ67VMx61l,https://api.spotify.com/v1/tracks/6HuMrMrfhhVADQ67VMx61l,https://api.spotify.com/v1/audio-analysis/6HuMrMrfhhVADQ67VMx61l,204742,4,2020-04-02T10:57:08Z,Brest,"Rone,John Stanier"
13,0.751,0.385,9,-11.377,0,0.303,0.237,1.99e-06,0.356,0.436,94.035,audio_features,4jNk7FaQKjY1XBK7FeTJ6m,spotify:track:4jNk7FaQKjY1XBK7FeTJ6m,https://api.spotify.com/v1/tracks/4jNk7FaQKjY1XBK7FeTJ6m,https://api.spotify.com/v1/audio-analysis/4jNk7FaQKjY1XBK7FeTJ6m,239884,4,2020-04-02T10:30:35Z,Si la misère t'amuse,Dooz Kawa
14,0.637,0.837,10,-7.366,0,0.265,0.418,0.0,0.117,0.62,93.864,audio_features,7pSgnrFuxdtCL9MCJxsH3J,spotify:track:7pSgnrFuxdtCL9MCJxsH3J,https://api.spotify.com/v1/tracks/7pSgnrFuxdtCL9MCJxsH3J,https://api.spotify.com/v1/audio-analysis/7pSgnrFuxdtCL9MCJxsH3J,227842,4,2020-04-02T10:03:04Z,Sous la pluie (avec Swift Guad),"Dooz Kawa,Swift Guad"
15,0.669,0.562,7,-8.073,1,0.318,0.0757,0.0,0.0838,0.52,94.04,audio_features,72V5OLJUBb150Ol9adyIg4,spotify:track:72V5OLJUBb150Ol9adyIg4,https://api.spotify.com/v1/tracks/72V5OLJUBb150Ol9adyIg4,https://api.spotify.com/v1/audio-analysis/72V5OLJUBb150Ol9adyIg4,451787,4,2020-04-02T09:47:27Z,Ca Nous Correspond Pas,Keny Arkana
16,0.652,0.803,4,-9.066,0,0.325,0.0526,0.0,0.142,0.507,92.047,audio_features,0EmzWyWCmDxGlMutun7bio,spotify:track:0EmzWyWCmDxGlMutun7bio,https://api.spotify.com/v1/tracks/0EmzWyWCmDxGlMutun7bio,https://api.spotify.com/v1/audio-analysis/0EmzWyWCmDxGlMutun7bio,196027,4,2020-04-02T09:35:08Z,Le Temps Passe Et S'écoule,Keny Arkana
17,0.545,0.79,10,-5.288,0,0.31,0.269,0.0,0.299,0.655,83.745,audio_features,7ntk1PDyLiiSvp5z2Z0oQ5,spotify:track:7ntk1PDyLiiSvp5z2Z0oQ5,https://api.spotify.com/v1/tracks/7ntk1PDyLiiSvp5z2Z0oQ5,https://api.spotify.com/v1/audio-analysis/7ntk1PDyLiiSvp5z2Z0oQ5,244013,4,2020-04-02T09:22:08Z,V pour Vérités,Keny Arkana
18,0.56,0.892,6,-3.041,0,0.319,0.0427,0.0,0.28,0.489,97.096,audio_features,0cCi1Gf9lHNf6s17GwreLa,spotify:track:0cCi1Gf9lHNf6s17GwreLa,https://api.spotify.com/v1/tracks/0cCi1Gf9lHNf6s17GwreLa,https://api.spotify.com/v1/audio-analysis/0cCi1Gf9lHNf6s17GwreLa,242267,4,2020-04-02T09:02:56Z,La Rage,Keny Arkana
19,0.689,0.897,8,-5.068,1,0.277,0.254,0.0,0.108,0.659,89.005,audio_features,73MblwNoMVnszKbtthVBYp,spotify:track:73MblwNoMVnszKbtthVBYp,https://api.spotify.com/v1/tracks/73MblwNoMVnszKbtthVBYp,https://api.spotify.com/v1/audio-analysis/73MblwNoMVnszKbtthVBYp,508720,4,2020-04-02T08:58:52Z,"Urgences musicales (feat. Greenfinch, Swift Guad, Saligo, Dah Conectah, Nano, Dooz Kawa, Davodka, Demi Portion & Degiheugi)","Dooz Kawa,Swift Guad,Demi Portion,Davodka,Dah Conectah"
0,0.627,0.581,7,-9.592,1,0.408,0.797,0.0,0.199,0.737,83.336,audio_features,0FCwXTdZyg1GcXY1VHMWdh,spotify:track:0FCwXTdZyg1GcXY1VHMWdh,https://api.spotify.com/v1/tracks/0FCwXTdZyg1GcXY1VHMWdh,https://api.spotify.com/v1/audio-analysis/0FCwXTdZyg1GcXY1VHMWdh,223412,4,2020-04-02T08:39:56Z,Ode à l'état,Dooz Kawa
1,0.793,0.686,7,-10.292,0,0.0622,0.0321,0.882,0.107,0.531,123.995,audio_features,2HhEEW7GDJjWMt9tZzufWL,spotify:track:2HhEEW7GDJjWMt9tZzufWL,https://api.spotify.com/v1/tracks/2HhEEW7GDJjWMt9tZzufWL,https://api.spotify.com/v1/audio-analysis/2HhEEW7GDJjWMt9tZzufWL,598771,4,2020-04-01T13:08:40Z,It's Foggy Outside,Harrison BDP
2,0.614,0.362,11,-14.342,0,0.0585,0.22,0.866,0.0949,0.0396,120.918,audio_features,6u9JYXS4Kk0MbI05MYMAq2,spotify:track:6u9JYXS4Kk0MbI05MYMAq2,https://api.spotify.com/v1/tracks/6u9JYXS4Kk0MbI05MYMAq2,https://api.spotify.com/v1/audio-analysis/6u9JYXS4Kk0MbI05MYMAq2,476015,4,2020-04-01T12:03:47Z,Decompression,Harrison BDP
3,0.609,0.642,1,-11.94,1,0.0368,0.00889,0.909,0.0911,0.191,123.989,audio_features,2xNjhPw5zGNC7ZZdK5JCAX,spotify:track:2xNjhPw5zGNC7ZZdK5JCAX,https://api.spotify.com/v1/tracks/2xNjhPw5zGNC7ZZdK5JCAX,https://api.spotify.com/v1/audio-analysis/2xNjhPw5zGNC7ZZdK5JCAX,398641,3,2020-04-01T08:06:14Z,La Cité Des Étoiles,Blutch
4,0.744,0.656,4,-9.606,0,0.358,0.176,0.0,0.106,0.454,93.981,audio_features,3QQgR5v0nGHNxMsMqVLrnW,spotify:track:3QQgR5v0nGHNxMsMqVLrnW,https://api.spotify.com/v1/tracks/3QQgR5v0nGHNxMsMqVLrnW,https://api.spotify.com/v1/audio-analysis/3QQgR5v0nGHNxMsMqVLrnW,166483,4,2020-03-30T08:27:00Z,Périmètre,Hugo TSR
5,0.658,0.798,11,-5.206,0,0.155,0.113,4.01e-06,0.116,0.729,170.103,audio_features,3i7ozfxmBnbpcq2DCl1gGF,spotify:track:3i7ozfxmBnbpcq2DCl1gGF,https://api.spotify.com/v1/tracks/3i7ozfxmBnbpcq2DCl1gGF,https://api.spotify.com/v1/audio-analysis/3i7ozfxmBnbpcq2DCl1gGF,207560,4,2020-03-24T14:33:02Z,Like This,Protoje
6,0.797,0.768,11,-4.963,0,0.159,0.207,0.000102,0.0749,0.814,170.044,audio_features,6OhRtGHqDbY2BQf0RDHoYC,spotify:track:6OhRtGHqDbY2BQf0RDHoYC,https://api.spotify.com/v1/tracks/6OhRtGHqDbY2BQf0RDHoYC,https://api.spotify.com/v1/audio-analysis/6OhRtGHqDbY2BQf0RDHoYC,234967,4,2020-03-24T14:29:20Z,Mind of a King,Protoje
7,0.667,0.647,9,-5.679,0,0.185,0.477,0.0,0.142,0.58,79.913,audio_features,2B9WvucNZKDJvZMYBbdDj1,spotify:track:2B9WvucNZKDJvZMYBbdDj1,https://api.spotify.com/v1/tracks/2B9WvucNZKDJvZMYBbdDj1,https://api.spotify.com/v1/audio-analysis/2B9WvucNZKDJvZMYBbdDj1,222838,4,2020-03-24T10:29:31Z,Shot by Love,"Protoje,Toi"
8,0.734,0.596,10,-6.578,0,0.155,0.339,0.0,0.316,0.554,113.89,audio_features,2PS05K97jgdMyI31q3gVNp,spotify:track:2PS05K97jgdMyI31q3gVNp,https://api.spotify.com/v1/tracks/2PS05K97jgdMyI31q3gVNp,https://api.spotify.com/v1/audio-analysis/2PS05K97jgdMyI31q3gVNp,258281,4,2020-03-24T10:05:24Z,Someone Like You,"Protoje,Tessanne Chin"
9,0.703,0.69,10,-6.266,1,0.298,0.504,0.0,0.0869,0.343,133.953,audio_features,1ciazrVRHSLeBRn5dozYGc,spotify:track:1ciazrVRHSLeBRn5dozYGc,https://api.spotify.com/v1/tracks/1ciazrVRHSLeBRn5dozYGc,https://api.spotify.com/v1/audio-analysis/1ciazrVRHSLeBRn5dozYGc,211347,4,2020-03-14T14:21:56Z,Factice,Josman
10,0.754,0.724,4,-7.152,0,0.235,0.156,0.0,0.154,0.621,89.34,audio_features,1lkiI0hdZ6WdlxcEWoV6GD,spotify:track:1lkiI0hdZ6WdlxcEWoV6GD,https://api.spotify.com/v1/tracks/1lkiI0hdZ6WdlxcEWoV6GD,https://api.spotify.com/v1/audio-analysis/1lkiI0hdZ6WdlxcEWoV6GD,156201,4,2020-03-13T16:03:32Z,Dojo,Hugo TSR
11,0.879,0.576,6,-7.499,0,0.0438,0.697,0.0,0.0879,0.217,119.978,audio_features,7bg469g8qRoMwFQf6Vleh3,spotify:track:7bg469g8qRoMwFQf6Vleh3,https://api.spotify.com/v1/tracks/7bg469g8qRoMwFQf6Vleh3,https://api.spotify.com/v1/audio-analysis/7bg469g8qRoMwFQf6Vleh3,192000,4,2020-03-13T10:41:14Z,J'aime Bien!,Josman
12,0.799,0.593,1,-5.866,1,0.372,0.269,0.0,0.117,0.711,85.994,audio_features,3e4lTZP9KBJt7qVNnGSvSM,spotify:track:3e4lTZP9KBJt7qVNnGSvSM,https://api.spotify.com/v1/tracks/3e4lTZP9KBJt7qVNnGSvSM,https://api.spotify.com/v1/audio-analysis/3e4lTZP9KBJt7qVNnGSvSM,223256,4,2020-03-13T10:35:14Z,L'Occasion,Josman
13,0.915,0.626,6,-7.332,0,0.188,0.414,0.0,0.116,0.703,138.011,audio_features,09Qe9LUneELYWm9UjBB0OH,spotify:track:09Qe9LUneELYWm9UjBB0OH,https://api.spotify.com/v1/tracks/09Qe9LUneELYWm9UjBB0OH,https://api.spotify.com/v1/audio-analysis/09Qe9LUneELYWm9UjBB0OH,168696,4,2020-03-13T10:24:06Z,"Un Zder, Un Thé",Josman
14,0.735,0.827,11,-6.751,0,0.228,0.111,9.23e-05,0.366,0.473,159.048,audio_features,0at3nFXbvuX3pxadtJVSn5,spotify:track:0at3nFXbvuX3pxadtJVSn5,https://api.spotify.com/v1/tracks/0at3nFXbvuX3pxadtJVSn5,https://api.spotify.com/v1/audio-analysis/0at3nFXbvuX3pxadtJVSn5,205283,4,2020-03-13T10:17:53Z,BIZ,Josman
15,0.891,0.671,8,-5.34,1,0.055,0.396,0.0,0.117,0.479,127.987,audio_features,5jSunZwIRr6u81jzW4w2dp,spotify:track:5jSunZwIRr6u81jzW4w2dp,https://api.spotify.com/v1/tracks/5jSunZwIRr6u81jzW4w2dp,https://api.spotify.com/v1/audio-analysis/5jSunZwIRr6u81jzW4w2dp,135000,4,2020-03-13T10:04:57Z,DLVrai,Josman
16,0.776,0.549,8,-9.761,1,0.453,0.344,0.0,0.26,0.557,135.868,audio_features,5Sm8u8sTcOGoq3V3aJq2VI,spotify:track:5Sm8u8sTcOGoq3V3aJq2VI,https://api.spotify.com/v1/tracks/5Sm8u8sTcOGoq3V3aJq2VI,https://api.spotify.com/v1/audio-analysis/5Sm8u8sTcOGoq3V3aJq2VI,201176,4,2020-03-13T09:58:31Z,Fucked Up 3,Josman
17,0.631,0.626,5,-8.432,1,0.383,0.414,0.0,0.148,0.629,137.031,audio_features,3gOwkbPvMOjzkavWbzKKZM,spotify:track:3gOwkbPvMOjzkavWbzKKZM,https://api.spotify.com/v1/tracks/3gOwkbPvMOjzkavWbzKKZM,https://api.spotify.com/v1/audio-analysis/3gOwkbPvMOjzkavWbzKKZM,225107,4,2020-03-13T09:51:23Z,BabyGirl,Josman
18,0.735,0.616,6,-6.515,1,0.274,0.411,0.0,0.126,0.573,145.036,audio_features,5pMXt9Nj2kmSilcLZuOHEO,spotify:track:5pMXt9Nj2kmSilcLZuOHEO,https://api.spotify.com/v1/tracks/5pMXt9Nj2kmSilcLZuOHEO,https://api.spotify.com/v1/audio-analysis/5pMXt9Nj2kmSilcLZuOHEO,175427,4,2020-03-13T08:54:02Z,Lifestyle,Josman
19,0.664,0.597,5,-7.084,0,0.351,0.266,0.0,0.128,0.664,149.093,audio_features,039EtY94fAdAOfNrmcWIbQ,spotify:track:039EtY94fAdAOfNrmcWIbQ,https://api.spotify.com/v1/tracks/039EtY94fAdAOfNrmcWIbQ,https://api.spotify.com/v1/audio-analysis/039EtY94fAdAOfNrmcWIbQ,195120,4,2020-03-12T16:02:19Z,"Argent, Drogue & Sexe (feat. Seth Gueko)","Josman,Seth Gueko"
0,0.524,0.727,9,-6.038,0,0.505,0.414,0.0,0.147,0.409,159.458,audio_features,1FUmZG7ChKiiXXoBxOFFM9,spotify:track:1FUmZG7ChKiiXXoBxOFFM9,https://api.spotify.com/v1/tracks/1FUmZG7ChKiiXXoBxOFFM9,https://api.spotify.com/v1/audio-analysis/1FUmZG7ChKiiXXoBxOFFM9,99000,4,2020-03-12T13:01:22Z,Larmes de Sel (Intro),Josman
1,0.961,0.587,1,-16.407,0,0.182,0.0389,0.878,0.256,0.155,118.0,audio_features,5SlgATwag1uGHXmjdXdmGP,spotify:track:5SlgATwag1uGHXmjdXdmGP,https://api.spotify.com/v1/tracks/5SlgATwag1uGHXmjdXdmGP,https://api.spotify.com/v1/audio-analysis/5SlgATwag1uGHXmjdXdmGP,434872,4,2020-03-11T15:08:54Z,Die Taube auf dem Dach,Stimming
2,0.438,0.457,4,-11.256,0,0.434,0.92,0.000192,0.134,0.124,174.819,audio_features,0d7fSDPY9FNYycfIWlmxnr,spotify:track:0d7fSDPY9FNYycfIWlmxnr,https://api.spotify.com/v1/tracks/0d7fSDPY9FNYycfIWlmxnr,https://api.spotify.com/v1/audio-analysis/0d7fSDPY9FNYycfIWlmxnr,215013,5,2020-03-11T13:20:51Z,SCHÉMA,Sneazzy
3,0.733,0.673,1,-8.124,0,0.164,0.459,0.0,0.107,0.384,78.91,audio_features,1gpYSFGZNaTjynm0RWnzy1,spotify:track:1gpYSFGZNaTjynm0RWnzy1,https://api.spotify.com/v1/tracks/1gpYSFGZNaTjynm0RWnzy1,https://api.spotify.com/v1/audio-analysis/1gpYSFGZNaTjynm0RWnzy1,260787,4,2020-03-11T13:09:27Z,ZÉRO DÉTAIL,"Sneazzy,Nekfeu"
4,0.806,0.765,10,-4.765,0,0.171,0.345,0.0,0.0846,0.53,144.991,audio_features,6hK9rzweEnK3kQEGFUW7Im,spotify:track:6hK9rzweEnK3kQEGFUW7Im,https://api.spotify.com/v1/tracks/6hK9rzweEnK3kQEGFUW7Im,https://api.spotify.com/v1/audio-analysis/6hK9rzweEnK3kQEGFUW7Im,206897,4,2020-03-11T09:45:41Z,XS,Josman
5,0.813,0.743,4,-6.686,0,0.041,0.0548,1.39e-06,0.129,0.228,132.958,audio_features,2IAkdkY7ZioBelxNp2ba3L,spotify:track:2IAkdkY7ZioBelxNp2ba3L,https://api.spotify.com/v1/tracks/2IAkdkY7ZioBelxNp2ba3L,https://api.spotify.com/v1/audio-analysis/2IAkdkY7ZioBelxNp2ba3L,204133,4,2020-03-10T15:33:42Z,J'allume,Josman
6,0.84,0.402,8,-7.912,0,0.0679,0.0217,0.0821,0.114,0.472,139.998,audio_features,6jvLecbswMlPF9Vm7HCDQM,spotify:track:6jvLecbswMlPF9Vm7HCDQM,https://api.spotify.com/v1/tracks/6jvLecbswMlPF9Vm7HCDQM,https://api.spotify.com/v1/audio-analysis/6jvLecbswMlPF9Vm7HCDQM,235602,4,2020-03-10T09:37:09Z,Sunday,"Atili,Prendy,Tenah Bones"
7,0.725,0.717,1,-11.105,1,0.0514,0.00114,0.822,0.109,0.0997,123.006,audio_features,2zxmi9VCIcJigKBAc7bvkn,spotify:track:2zxmi9VCIcJigKBAc7bvkn,https://api.spotify.com/v1/tracks/2zxmi9VCIcJigKBAc7bvkn,https://api.spotify.com/v1/audio-analysis/2zxmi9VCIcJigKBAc7bvkn,446347,3,2020-03-09T13:24:05Z,Void,Max Cooper
8,0.702,0.522,8,-11.347,0,0.0418,0.00401,0.842,0.151,0.298,126.008,audio_features,2zAqWO4Boegm6iSnblgQjY,spotify:track:2zAqWO4Boegm6iSnblgQjY,https://api.spotify.com/v1/tracks/2zAqWO4Boegm6iSnblgQjY,https://api.spotify.com/v1/audio-analysis/2zAqWO4Boegm6iSnblgQjY,533344,3,2020-03-08T23:26:08Z,Harmonisch Serie,Max Cooper
9,0.863,0.507,11,-7.048,0,0.354,0.0916,2.34e-05,0.154,0.238,97.009,audio_features,0aDPNOG0RKT9NxNe5gT6Oa,spotify:track:0aDPNOG0RKT9NxNe5gT6Oa,https://api.spotify.com/v1/tracks/0aDPNOG0RKT9NxNe5gT6Oa,https://api.spotify.com/v1/audio-analysis/0aDPNOG0RKT9NxNe5gT6Oa,213026,4,2020-03-08T17:26:59Z,Still Want U,"ZHU,Karnaval Blues"
10,0.703,0.571,1,-13.1,1,0.107,0.206,0.298,0.15,0.26,117.95,audio_features,0aocB2ukxn2Gy663wEEW3j,spotify:track:0aocB2ukxn2Gy663wEEW3j,https://api.spotify.com/v1/tracks/0aocB2ukxn2Gy663wEEW3j,https://api.spotify.com/v1/audio-analysis/0aocB2ukxn2Gy663wEEW3j,276760,4,2020-03-08T17:23:19Z,VIVID DREAMS,"KAYTRANADA,River Tiber"
11,0.83,0.402,10,-11.357,0,0.0449,0.133,0.811,0.109,0.393,123.996,audio_features,4KyaRCvdM3ihxef4a8Em53,spotify:track:4KyaRCvdM3ihxef4a8Em53,https://api.spotify.com/v1/tracks/4KyaRCvdM3ihxef4a8Em53,https://api.spotify.com/v1/audio-analysis/4KyaRCvdM3ihxef4a8Em53,376079,4,2020-03-08T14:34:23Z,Walls to Build - Mall Grab Remix,Kllo
12,0.896,0.465,9,-5.984,0,0.0716,0.133,0.00384,0.0942,0.403,116.011,audio_features,2QXlFiKu516LyFVFJO6yqG,spotify:track:2QXlFiKu516LyFVFJO6yqG,https://api.spotify.com/v1/tracks/2QXlFiKu516LyFVFJO6yqG,https://api.spotify.com/v1/audio-analysis/2QXlFiKu516LyFVFJO6yqG,236947,4,2020-03-08T14:31:21Z,I'm Honestly Not a Gangster,Jerry Folk
13,0.729,0.846,4,-5.496,0,0.0364,0.0275,0.572,0.105,0.126,116.997,audio_features,0rR4E4UdzHg0E0ySbbHhUW,spotify:track:0rR4E4UdzHg0E0ySbbHhUW,https://api.spotify.com/v1/tracks/0rR4E4UdzHg0E0ySbbHhUW,https://api.spotify.com/v1/audio-analysis/0rR4E4UdzHg0E0ySbbHhUW,186667,4,2020-03-08T14:24:45Z,Zeal,Tchami
14,0.572,0.498,2,-10.484,0,0.431,0.0471,4.67e-06,0.247,0.549,109.192,audio_features,3xy8karhdpkltgdwj9FGbQ,spotify:track:3xy8karhdpkltgdwj9FGbQ,https://api.spotify.com/v1/tracks/3xy8karhdpkltgdwj9FGbQ,https://api.spotify.com/v1/audio-analysis/3xy8karhdpkltgdwj9FGbQ,226909,4,2020-03-08T13:54:14Z,Stay Lost - Cabu Remix,"Joe Hertz,Amber-Simone,Cabu"
15,0.786,0.387,1,-12.732,1,0.332,0.113,0.00732,0.115,0.236,120.041,audio_features,0fAHY4PWSEbov0OHjj2Gek,spotify:track:0fAHY4PWSEbov0OHjj2Gek,https://api.spotify.com/v1/tracks/0fAHY4PWSEbov0OHjj2Gek,https://api.spotify.com/v1/audio-analysis/0fAHY4PWSEbov0OHjj2Gek,245955,4,2020-03-08T13:46:37Z,Leave Me Alone,"KAYTRANADA,Shay Lia"
16,0.788,0.875,9,-3.742,0,0.0339,0.00193,0.536,0.107,0.936,125.918,audio_features,0qQiqwzddwQmtoGcF3Uzm5,spotify:track:0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/tracks/0qQiqwzddwQmtoGcF3Uzm5,https://api.spotify.com/v1/audio-analysis/0qQiqwzddwQmtoGcF3Uzm5,202825,4,2020-03-08T12:22:45Z,The Bomb! (These Sounds Fall Into My Mind) - Radio Edit,The Bucketheads
17,0.663,0.683,1,-8.542,1,0.0433,0.349,0.848,0.144,0.163,111.02,audio_features,4kLyPZvYQE2N1K2rFQ3e6a,spotify:track:4kLyPZvYQE2N1K2rFQ3e6a,https://api.spotify.com/v1/tracks/4kLyPZvYQE2N1K2rFQ3e6a,https://api.spotify.com/v1/audio-analysis/4kLyPZvYQE2N1K2rFQ3e6a,331000,4,2020-03-03T18:06:50Z,Waves,Max Cooper
18,0.744,0.562,0,-7.89,0,0.0378,0.227,0.0898,0.103,0.161,109.981,audio_features,2NDZ6i6UfOUSKgFiTQKbnv,spotify:track:2NDZ6i6UfOUSKgFiTQKbnv,https://api.spotify.com/v1/tracks/2NDZ6i6UfOUSKgFiTQKbnv,https://api.spotify.com/v1/audio-analysis/2NDZ6i6UfOUSKgFiTQKbnv,294351,4,2020-03-01T19:04:34Z,My Life,"ZHU,Tame Impala"
19,0.522,0.738,7,-6.453,0,0.399,0.66,0.0,0.111,0.296,87.924,audio_features,1ezjFgjNnCf57TW1sacWBH,spotify:track:1ezjFgjNnCf57TW1sacWBH,https://api.spotify.com/v1/tracks/1ezjFgjNnCf57TW1sacWBH,https://api.spotify.com/v1/audio-analysis/1ezjFgjNnCf57TW1sacWBH,213720,3,2020-02-28T20:46:58Z,Journal perso II,Vald
0,0.781,0.634,10,-7.666,0,0.0745,0.0842,0.0,0.12,0.487,146.005,audio_features,7q7JpPHZ0kBdLd9sHm753b,spotify:track:7q7JpPHZ0kBdLd9sHm753b,https://api.spotify.com/v1/tracks/7q7JpPHZ0kBdLd9sHm753b,https://api.spotify.com/v1/audio-analysis/7q7JpPHZ0kBdLd9sHm753b,201173,4,2020-02-28T19:41:42Z,1er jour d'école,Chilla
1,0.547,0.745,2,-4.969,0,0.0397,0.0375,0.0,0.0851,0.358,104.935,audio_features,2quLcKfpSNzpnqSnR41MA5,spotify:track:2quLcKfpSNzpnqSnR41MA5,https://api.spotify.com/v1/tracks/2quLcKfpSNzpnqSnR41MA5,https://api.spotify.com/v1/audio-analysis/2quLcKfpSNzpnqSnR41MA5,215760,4,2020-02-28T19:17:09Z,La cerise,Matmatah
2,0.616,0.849,1,-2.333,0,0.0243,0.0249,0.00221,0.164,0.638,94.019,audio_features,1W7IcRwjXT5C4PrB2XlniF,spotify:track:1W7IcRwjXT5C4PrB2XlniF,https://api.spotify.com/v1/tracks/1W7IcRwjXT5C4PrB2XlniF,https://api.spotify.com/v1/audio-analysis/1W7IcRwjXT5C4PrB2XlniF,205200,4,2020-02-28T18:05:00Z,Au conditionnel,Matmatah
3,0.854,0.488,6,-9.165,0,0.275,0.337,0.0,0.297,0.78,140.041,audio_features,72mQbgNFfgvbLGsSXzM6rY,spotify:track:72mQbgNFfgvbLGsSXzM6rY,https://api.spotify.com/v1/tracks/72mQbgNFfgvbLGsSXzM6rY,https://api.spotify.com/v1/audio-analysis/72mQbgNFfgvbLGsSXzM6rY,224772,4,2020-02-25T15:06:30Z,Espero Voce,"Flavia Coelho,Patrice"
4,0.564,0.605,5,-10.074,0,0.0283,0.0601,0.784,0.144,0.308,130.025,audio_features,2qW28k7IvjMj2HCdSTc1hI,spotify:track:2qW28k7IvjMj2HCdSTc1hI,https://api.spotify.com/v1/tracks/2qW28k7IvjMj2HCdSTc1hI,https://api.spotify.com/v1/audio-analysis/2qW28k7IvjMj2HCdSTc1hI,216000,4,2020-02-25T12:50:12Z,Warda,Ondubground
5,0.589,0.498,10,-9.95,0,0.0357,0.0141,0.65,0.0669,0.0383,125.007,audio_features,1jzEnBMYM0CvodEHkdSjuR,spotify:track:1jzEnBMYM0CvodEHkdSjuR,https://api.spotify.com/v1/tracks/1jzEnBMYM0CvodEHkdSjuR,https://api.spotify.com/v1/audio-analysis/1jzEnBMYM0CvodEHkdSjuR,253440,3,2020-02-22T18:32:27Z,Going On,"Atili,Panda Dub"
6,0.238,0.404,2,-7.968,0,0.0363,0.873,0.00509,0.103,0.28,133.935,audio_features,12sRLIjgmQbl8laNFrwp4d,spotify:track:12sRLIjgmQbl8laNFrwp4d,https://api.spotify.com/v1/tracks/12sRLIjgmQbl8laNFrwp4d,https://api.spotify.com/v1/audio-analysis/12sRLIjgmQbl8laNFrwp4d,192373,5,2020-02-22T16:59:12Z,Merzhin - Instrumental,Merzhin
7,0.747,0.624,11,-6.162,0,0.0353,0.08,0.0,0.289,0.209,97.964,audio_features,4OdUXxXl2umMwmDQhC8lr3,spotify:track:4OdUXxXl2umMwmDQhC8lr3,https://api.spotify.com/v1/tracks/4OdUXxXl2umMwmDQhC8lr3,https://api.spotify.com/v1/audio-analysis/4OdUXxXl2umMwmDQhC8lr3,123673,4,2020-02-13T16:51:20Z,Cash Out,Lil Toe
8,0.747,0.388,8,-8.307,1,0.384,0.0773,0.314,0.126,0.223,164.861,audio_features,1xw3s0E9MNtRftzYFQrdqt,spotify:track:1xw3s0E9MNtRftzYFQrdqt,https://api.spotify.com/v1/tracks/1xw3s0E9MNtRftzYFQrdqt,https://api.spotify.com/v1/audio-analysis/1xw3s0E9MNtRftzYFQrdqt,129033,4,2020-02-13T16:50:57Z,Pipe Down,Lil Toe
9,0.666,0.945,6,-2.388,1,0.133,0.00136,3.09e-05,0.107,0.512,145.004,audio_features,2dDDwAvdVHHNTnfRFzGMgK,spotify:track:2dDDwAvdVHHNTnfRFzGMgK,https://api.spotify.com/v1/tracks/2dDDwAvdVHHNTnfRFzGMgK,https://api.spotify.com/v1/audio-analysis/2dDDwAvdVHHNTnfRFzGMgK,200276,4,2020-02-12T14:51:24Z,Gang Shit,"Dotcom,Lil Toe"
10,0.904,0.766,1,-5.905,0,0.118,0.123,0.0,0.116,0.549,98.917,audio_features,08apIPoG02jFVpAagkIEFY,spotify:track:08apIPoG02jFVpAagkIEFY,https://api.spotify.com/v1/tracks/08apIPoG02jFVpAagkIEFY,https://api.spotify.com/v1/audio-analysis/08apIPoG02jFVpAagkIEFY,127724,4,2020-02-12T14:47:36Z,Tick Tock,Lil Toe
11,0.567,0.629,11,-6.075,0,0.241,0.421,0.0,0.102,0.289,112.087,audio_features,5xIDCYGTyLaDkiaaulVPcJ,spotify:track:5xIDCYGTyLaDkiaaulVPcJ,https://api.spotify.com/v1/tracks/5xIDCYGTyLaDkiaaulVPcJ,https://api.spotify.com/v1/audio-analysis/5xIDCYGTyLaDkiaaulVPcJ,160133,5,2020-02-12T13:25:10Z,Shine,Doja Cat
12,0.731,0.657,0,-8.56,1,0.0434,0.0591,0.0,0.0874,0.49,159.97,audio_features,2QihWAl9xAwGPm5vGoO7uM,spotify:track:2QihWAl9xAwGPm5vGoO7uM,https://api.spotify.com/v1/tracks/2QihWAl9xAwGPm5vGoO7uM,https://api.spotify.com/v1/audio-analysis/2QihWAl9xAwGPm5vGoO7uM,184490,4,2020-02-12T12:58:04Z,TAlk tO Me (with Rich The Kid),"Tory Lanez,Rich The Kid"
